Job Id,Experience,Qualifications,Salary Range,location,Country,latitude,longitude,Work Type,Company Size,Job Posting Date,Preference,Job Title,Role,Job Portal,skills,Company
1.26685E+15,2 to 12 Years,M.Tech,61-113,Marigot,St. Martin (French part),18.0708,-63.0501,Part-Time,39709,25-08-2022,Male,Teacher,Special Education Teacher,USAJOBS,Special education strategies Individualized education plans (IEPs) Behavior management techniques Collaboration with support staff Special education laws and regulations knowledge,KeyCorp
3.45285E+14,0 to 8 Years,MCA,57-95,Antananarivo,Madagascar,-18.8792,46.8451,Part-Time,86808,13-02-2023,Male,Urban Planner,Transportation Planner,Idealist,Transportation planning Traffic engineering GIS proficiency Public transportation Project management,Keurig Dr Pepper Inc.
2.38315E+15,2 to 14 Years,PhD,62-100,Amman,Jordan,30.5852,36.2384,Contract,74340,30-06-2023,Both,Accountant,Tax Accountant,USAJOBS,Tax preparation Tax planning Tax regulations Accounting Tax software proficiency,Sysco
8.17011E+14,4 to 12 Years,M.Com,59-123,Lisbon,Portugal,39.3999,-8.2245,Full-Time,31781,17-02-2022,Both,Chemical Engineer,Quality Control Engineer,FlexJobs,"Quality control processes Quality assurance standards (e.g., ISO) Statistical analysis Inspection techniques Documenting quality issues Root cause analysis Communication with production teams Problem-solving Attention to detail Technical knowledge",Adelaide Brighton
2.92301E+14,4 to 13 Years,BA,61-127,Yerevan,Armenia,40.0691,45.0382,Part-Time,88586,04-07-2022,Both,Software Engineer,Backend Developer,FlexJobs,"Proficiency in one or more backend programming languages (e.g., Java, Python, Node.js, Ruby) API development Database management (SQL or NoSQL) Server management and deployment Security best practices Knowledge of web frameworks (e.g., Express, Django)",Fiat Chrysler Automobiles N.V.
2.59933E+14,4 to 9 Years,PhD,56-122,Seoul,"Korea, Rep.",35.9078,127.7669,Full-Time,82719,13-01-2023,Female,Dental Hygienist,Dental Public Health Hygienist,Stack Overflow Jobs,Dental public health principles Community outreach and education Dental health program planning Epidemiology knowledge Public health regulations knowledge,Westpac Banking Corporation
4.39635E+14,5 to 10 Years,BCA,58-91,Papeete,French Polynesia,-17.6797,-149.4068,Intern,41970,15-09-2022,Female,Purchasing Agent,Procurement Specialist,SimplyHired,Negotiation skills Vendor management Supply chain knowledge Contract management Analytical skills,Advanced Micro Devices
9.75446E+14,4 to 13 Years,BBA,61-113,Belgrade,Serbia,44.0165,21.0059,Temporary,81141,27-05-2022,Female,Marketing Analyst,Data Analyst,Snagajob,"Data analysis tools (e.g., SQL, Python) Data visualization tools (e.g., Tableau, Power BI) Statistical analysis Data cleansing and transformation Data modeling Communication of data insights Problem-solving Attention to detail Business acumen",China Life Insurance
6.16306E+14,2 to 9 Years,MBA,63-85,Abu Dhabi,UAE,23.4241,53.8478,Contract,82927,22-07-2023,Female,Administrative Assistant,Executive Assistant,Jobs2Careers,"Calendar management Travel coordination Meeting scheduling Correspondence and communication Office organization Confidentiality Time management Problem-solving Attention to detail Communication skills Technology proficiency (e.g., MS Office)",Stryker
3.68091E+14,5 to 15 Years,BCA,58-127,Monrovia,Liberia,6.4281,-9.4295,Part-Time,20897,06-08-2022,Both,Teacher,Classroom Teacher,SimplyHired,Teaching pedagogy Classroom management Curriculum development Student assessment Differentiated instruction,Dow
2.41572E+15,3 to 10 Years,B.Tech,60-94,Nassau,"Bahamas, The",25.0343,-77.3963,Contract,134519,12-01-2022,Both,Database Administrator,Database Developer,The Muse,"Database design and development SQL and database querying Data modeling Programming languages (e.g., Java, Python) Data security and privacy regulations knowledge",BYD Company
1.70355E+15,0 to 12 Years,PhD,64-96,Bucharest,Romania,45.9432,24.9668,Temporary,80019,28-03-2023,Both,Office Manager,Administrative Manager,LinkedIn,Administrative leadership Office management Staff supervision Budgeting and financial management Process improvement Communication skills,China Construction Bank
1.39442E+15,3 to 12 Years,BA,60-120,Lusaka,Zambia,-13.1339,27.8493,Temporary,77444,17-04-2022,Both,Occupational Therapist,Mental Health Occupational Therapist,Glassdoor,Mental health assessment and evaluation Psychotherapy techniques Cognitive-behavioral therapy (CBT) Trauma-informed care Crisis intervention Substance abuse treatment Group therapy Cultural competence Ethical standards and boundaries Active listening skills,ICICI Bank
2.81718E+15,0 to 14 Years,M.Com,58-107,Amman,Jordan,30.5852,36.2384,Temporary,25357,04-03-2023,Female,Content Writer,Content Strategist,Jobs2Careers,Content strategy Content planning SEO optimization Content marketing Analytics,Fidelity National Financial
2.2999E+15,3 to 8 Years,M.Tech,61-115,Skopje,"Macedonia, FYR",41.6086,21.7453,Contract,22516,23-08-2023,Male,Front-End Engineer,JavaScript Developer,Internships.com,"JavaScript programming Frontend development Frontend frameworks (e.g., React, Angular) DOM manipulation AJAX Debugging and troubleshooting",BASF SE
1.17775E+15,0 to 8 Years,MCA,55-100,Tripoli,Libya,26.3351,17.2283,Contract,31304,22-11-2022,Both,Financial Analyst,Investment Analyst,SimplyHired,Financial analysis Investment evaluation Portfolio management Data analysis,International Flavors & Fragrances
1.02552E+15,3 to 11 Years,MCA,57-113,Cairo,Egypt,26.8206,30.8025,Intern,61722,13-05-2023,Male,Social Media Coordinator,Content Creator,Glassdoor,"Content creation (e.g., writing, editing, graphic design, video production) Content marketing Social media management SEO optimization Creative storytelling Audience engagement Analytics and reporting Adaptability Communication skills Creativity",Torrent Pharmaceuticals
2.33477E+15,3 to 13 Years,B.Tech,64-105,Nouakchott,Mauritania,21.0079,-10.9408,Intern,63067,30-05-2023,Male,Mechanical Designer,CAD Technician,USAJOBS,Computer-aided design (CAD) software Technical drawing Blueprint interpretation Drafting standards Engineering principles Collaboration with engineers Problem-solving Attention to detail Communication skills 3D modeling (if applicable),Fifth Third Bancorp
2.02998E+14,5 to 13 Years,M.Com,58-118,Tashkent,Uzbekistan,41.3775,64.5853,Contract,98140,21-06-2022,Both,Network Administrator,Network Security Analyst,Snagajob,Network security protocols Intrusion detection and prevention Security incident response Firewall administration Vulnerability assessment Security policies and procedures Log analysis Ethical hacking Problem-solving Communication skills Attention to detail,Kingfisher plc
1.88552E+15,1 to 9 Years,B.Com,59-101,Tegucigalpa,Honduras,15.199,-86.2419,Part-Time,93359,16-08-2023,Male,Software Architect,Enterprise Architect,Dice,Enterprise architecture Business strategy alignment IT governance and compliance,Mosaic
1.96669E+15,0 to 11 Years,MBA,62-120,Bissau,Guinea-Bissau,11.8037,-15.1804,Part-Time,41405,12-05-2023,Female,Procurement Coordinator,Purchasing Coordinator,SimplyHired,Procurement Supplier management Negotiation Supply chain management Inventory control Vendor relations,Baidu
2.9327E+14,0 to 11 Years,BBA,56-90,Paris,France,46.603354,1.888334,Temporary,13811,27-12-2022,Female,Digital Marketing Specialist,Social Media Manager,USAJOBS,"Social media platforms (e.g., Facebook, Twitter, Instagram) Content creation and scheduling Social media analytics and insights Community engagement Paid social advertising",Walmart
1.42634E+15,2 to 13 Years,M.Tech,65-126,Abu Dhabi,UAE,23.4241,53.8478,Temporary,100383,11-03-2023,Male,Software Tester,Quality Assurance Analyst,The Muse,"Quality assurance processes Testing methodologies (e.g., manual, automated) Bug tracking and reporting Test case development Regression testing",Carrier Global
2.83062E+15,2 to 8 Years,PhD,59-113,Oslo,Norway,60.472,8.4689,Temporary,87850,20-03-2022,Female,Environmental Consultant,Environmental Compliance Officer,Jobs2Careers,Environmental compliance Regulatory requirements Environmental impact assessments Reporting Environmental regulations Auditing,Woolworths Group
2.81642E+15,1 to 10 Years,MCA,58-85,Bishkek,Kyrgyz Republic,41.2044,74.7661,Contract,100531,08-05-2022,Male,Procurement Manager,Procurement Analyst,Monster,Procurement processes Vendor assessment Contract negotiation Purchase order management Spend analysis Market research Supplier relationship management Data analysis Problem-solving Attention to detail Communication skills Financial acumen,Fresenius Medical Care AG & Co. KGaA
1.24163E+15,4 to 9 Years,B.Tech,60-110,Port Moresby,Papua New Guinea,-6.314993,143.95555,Part-Time,28352,14-12-2022,Female,UI Developer,Front-End Developer,Internships.com,"Front-end web development HTML, CSS, JavaScript Responsive design Web performance optimization Cross-browser compatibility",Adani Green Energy
1.23164E+15,5 to 12 Years,MBA,59-124,Caracas,"Venezuela, RB",6.4238,-66.5897,Full-Time,101489,06-12-2022,Female,Personal Assistant,Personal Secretary,SimplyHired,Administrative support Calendar management Communication skills Time management Organizational skills Confidentiality,AmerisourceBergen
1.3644E+15,0 to 8 Years,B.Com,62-100,Lima,Peru,-9.189967,-75.015152,Contract,19574,08-11-2022,Male,Social Media Manager,Community Manager,The Muse,Community engagement and moderation Online community-building strategies Content curation and creation Crisis management and conflict resolution Analytics and reporting,Pfizer
1.35296E+15,4 to 13 Years,PhD,55-93,Beirut,Lebanon,33.8547,35.8623,Temporary,24221,23-09-2022,Female,IT Support Specialist,Desktop Support Technician,Stack Overflow Jobs,"Desktop hardware and software troubleshooting Operating system expertise (e.g., Windows, macOS) Remote desktop support Hardware and software upgrades Customer service skills",Merck
1.46524E+13,0 to 9 Years,M.Com,57-105,Libreville,Gabon,-0.8037,11.6094,Intern,128898,30-10-2022,Female,Urban Planner,Environmental Planner,Idealist,Environmental regulations Ecosystem analysis Environmental impact assessments Sustainability planning Project management,"The Goldman Sachs Group, Inc."
2.45315E+14,1 to 12 Years,PhD,59-90,Bratislava,Slovak Republic,48.669,19.699,Intern,82556,06-09-2022,Both,Database Administrator,Database Developer,SimplyHired,"Database design and development SQL and database querying Data modeling Programming languages (e.g., Java, Python) Data security and privacy regulations knowledge",Caesars Entertainment
2.22785E+15,2 to 10 Years,BCA,63-114,Pristina,Kosovo,42.6026,20.903,Temporary,90277,16-01-2023,Both,Interior Designer,Hospitality Interior Designer,SimplyHired,"Hospitality interior design Hotel and restaurant design Branding and theme integration FF&E (furniture, fixtures, and equipment) selection Customer experience design",Petrofac
2.17005E+15,1 to 8 Years,MCA,59-127,Paramaribo,Suriname,3.9193,-56.0278,Temporary,30328,30-08-2023,Both,Chemical Engineer,Process Engineer,Jobs2Careers,Process optimization Manufacturing processes Lean Six Sigma methodologies Data analysis Statistical process control Quality management Root cause analysis Collaboration Problem-solving Attention to detail Technical knowledge,Albertsons
6.35938E+13,1 to 11 Years,BA,64-129,Rome,Italy,41.8719,12.5674,Part-Time,16039,03-04-2023,Female,Financial Controller,Accounting Controller,USAJOBS,"Accounting Financial reporting Financial audits Tax compliance Accounting software (e.g., SAP, Oracle) GAAP (Generally Accepted Accounting Principles)",MTU Aero Engines AG
1.07164E+14,0 to 9 Years,BCA,55-107,Lima,Peru,-9.189967,-75.015152,Full-Time,57071,22-03-2023,Both,Teacher,Special Education Teacher,Jobs2Careers,Special education strategies Individualized education plans (IEPs) Behavior management techniques Collaboration with support staff Special education laws and regulations knowledge,Gap
2.93403E+15,5 to 10 Years,BBA,64-98,Budapest,Hungary,47.1625,19.5033,Contract,90877,08-05-2023,Female,Accountant,Financial Accountant,Internships.com,"Financial reporting Accounting software (e.g., QuickBooks) Auditing GAAP knowledge",Campbell Soup
2.93728E+14,1 to 11 Years,BA,64-127,Oslo,Norway,60.472,8.4689,Intern,96870,29-10-2022,Both,Electrical Engineer,Power Systems Engineer,Stack Overflow Jobs,Electrical engineering Power system analysis Renewable energy systems Control systems Safety regulations,Merck
2.85989E+15,1 to 11 Years,B.Com,64-130,Belmopan,Belize,17.1899,-88.4976,Intern,52843,23-11-2022,Female,Business Analyst,Data Business Analyst,ZipRecruiter,"Data analysis Data modeling Data visualization SQL Data tools (e.g., Tableau)",Viatris
6.68808E+14,1 to 12 Years,M.Tech,57-87,Santo Domingo,Dominican Republic,18.7357,-70.1627,Contract,74384,20-05-2023,Male,Product Designer,Industrial Designer,SimplyHired,Industrial design principles CAD and 3D modeling Prototyping and testing,MGM Resorts International
9.44873E+14,1 to 12 Years,BA,60-113,Porto-Novo,Benin,9.3077,2.3158,Intern,94007,01-07-2022,Female,Network Administrator,Network Security Analyst,USAJOBS,Network security protocols Intrusion detection and prevention Security incident response Firewall administration Vulnerability assessment Security policies and procedures Log analysis Ethical hacking Problem-solving Communication skills Attention to detail,Walt Disney
3.5554E+14,4 to 9 Years,MCA,61-122,Maseru,Lesotho,-29.6099,28.2336,Contract,118497,08-02-2022,Male,Market Research Analyst,Market Research Coordinator,Glassdoor,Market research coordination Survey design and administration Data analysis,Avnet
1.52654E+15,0 to 10 Years,M.Com,59-110,Copenhagen,Denmark,56.2639,9.5018,Contract,121416,15-12-2022,Male,Network Engineer,Network Administrator,Internships.com,"Network management Troubleshooting Network security IT certifications (e.g., CCNA)",Lupin Limited
1.93623E+15,2 to 13 Years,BCA,60-113,Apia,American Samoa,-14.271,-170.1322,Contract,14959,30-08-2022,Male,Veterinarian,Equine Veterinarian,USAJOBS,Equine veterinary medicine Horse anatomy and physiology Lameness evaluation Equine surgery Dentistry for horses Emergency equine care Equine reproductive health Compassion and empathy Client communication Problem-solving Attention to detail,Victrex
5.51501E+14,1 to 13 Years,MBA,65-105,Kyiv (also known as Kiev),Ukraine,48.3794,31.1656,Contract,30196,11-05-2022,Both,Email Marketing Specialist,Deliverability Analyst,FlexJobs,"Email deliverability best practices Spam filter testing List hygiene Blacklist monitoring Email authentication (e.g., SPF, DKIM) Deliverability metrics analysis Troubleshooting deliverability issues Communication skills Data analysis Attention to detail",DCC plc
4.43381E+14,2 to 11 Years,B.Com,55-98,Nicosia,Cyprus,35.1264,33.4299,Contract,58783,21-05-2023,Both,Digital Marketing Specialist,SEO Specialist,Internships.com,"Search engine algorithms and ranking factors Keyword research and analysis On-page and off-page SEO optimization SEO tools (e.g., Google Analytics, SEMrush) SEO content strategy",Jubilant Foodworks
2.79929E+15,1 to 15 Years,B.Com,62-125,Berlin,Germany,51.1657,10.4515,Intern,88298,30-12-2022,Both,Marketing Specialist,Marketing Analytics Specialist,Internships.com,Marketing analytics Data analysis Data visualization Market research Google Analytics Marketing automation Reporting tools,Quanta Services
2.07322E+15,5 to 10 Years,B.Tech,63-96,Yerevan,Armenia,40.0691,45.0382,Part-Time,49015,29-05-2022,Female,Nurse Manager,Clinical Nurse Manager,The Muse,Clinical nursing Patient assessment Care planning Staff development Healthcare protocols Communication skills Problem-solving abilities,Abbott Laboratories
1.686E+15,2 to 12 Years,B.Com,60-80,Castries,St. Lucia,13.9094,-60.9789,Full-Time,29837,01-06-2023,Male,Sales Associate,Retail Sales Associate,FlexJobs,Customer service Sales techniques Product knowledge Cash handling Communication skills,China National Chemical Corporation (ChemChina)
2.96117E+15,4 to 11 Years,B.Com,61-101,Riga,Latvia,56.8796,24.6032,Part-Time,21027,24-10-2022,Both,Legal Advisor,In-House Counsel,Stack Overflow Jobs,In-house counsel Legal advisory Employment law Intellectual property Regulatory compliance Dispute resolution Contract review Client counseling,ON Semiconductor
1.28907E+14,5 to 8 Years,B.Tech,58-80,Tashkent,Uzbekistan,41.3775,64.5853,Full-Time,83306,02-01-2023,Both,Financial Analyst,Budget Analyst,Jobs2Careers,Budget planning Financial forecasting Excel proficiency Data analysis,Symrise AG
9.88597E+14,4 to 9 Years,B.Tech,58-102,Nuku?alofa,Tonga,-21.1789,-175.1982,Part-Time,49386,25-06-2022,Both,Investment Banker,Financial Analyst,FlexJobs,Financial analysis Data analysis Financial modeling,Electrocomponents
1.50156E+15,1 to 12 Years,B.Com,63-91,Port Vila,Vanuatu,-15.3767,166.9592,Temporary,133011,05-06-2023,Female,Financial Analyst,Budget Analyst,SimplyHired,Budget planning Financial forecasting Excel proficiency Data analysis,American Express
1.40099E+15,1 to 11 Years,BA,60-123,Castries,St. Lucia,13.9094,-60.9789,Temporary,14579,23-06-2023,Male,Graphic Designer,UI/UX Designer,SimplyHired,"User interface (UI) design User experience (UX) design Wireframing and prototyping tools (e.g., Sketch, Figma) Usability testing Information architecture Interaction design Mobile and responsive design",Hindustan Unilever Limited (HUL)
2.53079E+15,1 to 15 Years,MBA,57-113,Islamabad,Pakistan,30.3753,69.3451,Temporary,53603,27-05-2022,Male,Customer Service Manager,Customer Experience Strategist,LinkedIn,Customer experience strategy Customer journey mapping Feedback analysis User research Metrics and KPIs Communication skills,Altria Group
9.97639E+14,4 to 13 Years,MCA,63-102,San Marino,San Marino,43.9424,12.4578,Intern,103955,12-12-2022,Male,SEM Specialist,Search Engine Marketer,SimplyHired,Search engine marketing PPC advertising SEO strategy Data analysis Digital marketing skills,Kraft Heinz
2.66029E+15,0 to 14 Years,PhD,59-101,Port of Spain,Trinidad and Tobago,10.6918,-61.2225,Temporary,38570,22-06-2023,Female,Research Analyst,Data Analyst Researcher,USAJOBS,"Data analysis techniques Research methodologies Data collection and interpretation Statistical analysis software (e.g., R, Python) Data visualization tools (e.g., Tableau, Power BI) Research report writing Critical thinking Problem-solving Communication skills Attention to detail",Adidas AG
1.92471E+14,2 to 10 Years,M.Tech,57-103,Oranjestad,Aruba,12.5211,-69.9683,Part-Time,70091,19-02-2023,Female,Chemical Engineer,Process Engineer,USAJOBS,Process optimization Manufacturing processes Lean Six Sigma methodologies Data analysis Statistical process control Quality management Root cause analysis Collaboration Problem-solving Attention to detail Technical knowledge,Western Digital
1.42004E+15,1 to 12 Years,M.Com,55-116,City of Victoria,"Hong Kong SAR, China",22.3964,114.1095,Intern,65147,27-07-2023,Female,Urban Planner,Transportation Planner,The Muse,Transportation planning Traffic engineering GIS proficiency Public transportation Project management,Boeing
1.38532E+14,2 to 14 Years,B.Tech,55-99,Seoul,"Korea, Rep.",35.9078,127.7669,Part-Time,49900,13-03-2023,Female,Software Tester,Quality Assurance Analyst,LinkedIn,"Quality assurance processes Testing methodologies (e.g., manual, automated) Bug tracking and reporting Test case development Regression testing",Bodycote
9.15241E+14,3 to 8 Years,BA,61-123,Funafuti,Tuvalu,-7.1095,177.6493,Temporary,20503,30-07-2023,Female,Substance Abuse Counselor,Addiction Counselor,FlexJobs,Addiction counseling techniques Substance abuse treatment Counseling ethics,Linde plc
1.99875E+15,2 to 15 Years,MCA,59-117,Amsterdam,Netherlands,52.1326,5.2913,Full-Time,78422,10-12-2022,Female,Urban Planner,Environmental Planner,Stack Overflow Jobs,Environmental regulations Ecosystem analysis Environmental impact assessments Sustainability planning Project management,BHEL (Bharat Heavy Electricals Limited)
2.84876E+15,3 to 11 Years,M.Com,58-113,Bandar Seri Begawan,Brunei,4.5353,114.7277,Temporary,54012,30-01-2023,Both,IT Manager,IT Director,LinkedIn,Strategic IT planning Leadership and management Budgeting and financial management IT governance and compliance Vendor management Cybersecurity and risk management Project management Cloud computing Network infrastructure Enterprise software systems,United Breweries (UB)
1.3711E+15,4 to 12 Years,B.Com,61-128,Kuala Lumpur,Malaysia,4.2105,101.9758,Full-Time,87447,29-08-2022,Female,UI Developer,Front-End Developer,Jobs2Careers,"Front-end web development HTML, CSS, JavaScript Responsive design Web performance optimization Cross-browser compatibility",Brambles Limited
1.8089E+15,3 to 9 Years,MBA,64-118,Baku,Azerbaijan,40.1431,47.5769,Intern,30077,01-08-2022,Male,Landscape Architect,Residential Landscape Designer,FlexJobs,Landscape design Plant selection and care Hardscape design,Western Union Company
2.03242E+15,4 to 13 Years,B.Com,58-122,Chisinau,Moldova,47.4116,28.3699,Full-Time,89219,10-08-2022,Female,Network Engineer,Network Administrator,FlexJobs,"Network management Troubleshooting Network security IT certifications (e.g., CCNA)",Lupin Limited
2.40443E+15,4 to 15 Years,MCA,60-126,Male,Maldives,3.2028,73.2207,Temporary,23092,26-12-2022,Female,Financial Advisor,Investment Advisor,Glassdoor,Investment strategies Portfolio management Financial planning Risk assessment Regulatory compliance,Magellan Financial Group
1.16104E+15,1 to 12 Years,BCA,63-84,Cockburn Town,Turks and Caicos Islands,21.694,-71.7979,Temporary,49980,18-05-2023,Female,UX/UI Designer,User Interface Designer,Jobs2Careers,"UI design principles and best practices Graphic design tools (e.g., Adobe Photoshop, Illustrator) Typography and color theory Visual design and layout Responsive design",Ross Stores
2.56063E+15,2 to 14 Years,MBA,60-129,Jakarta,Indonesia,-0.7893,113.9213,Temporary,17117,19-08-2022,Male,Landscape Designer,Commercial Landscape Architect,LinkedIn,Landscape architecture Site planning Plant selection Environmental sustainability AutoCAD Project management,Macy's
2.84115E+15,3 to 10 Years,B.Tech,58-118,Jerusalem,Israel,31.0461,34.8516,Full-Time,110665,01-09-2022,Female,SEO Specialist,Content SEO Strategist,Stack Overflow Jobs,Content strategy SEO content optimization Content marketing Keyword mapping Analytics,JPMorgan Chase
1.77894E+15,4 to 12 Years,BBA,60-103,Port Vila,Vanuatu,-15.3767,166.9592,Intern,121714,21-10-2022,Both,Architect,Sustainable Design Specialist,Jobs2Careers,Sustainable design principles Energy efficiency LEED certification Green building materials Environmental impact assessment,"Facebook, Inc. (now Meta Platforms, Inc.)"
2.04035E+15,2 to 15 Years,M.Tech,60-112,Mbabane,Eswatini,26.5225,31.4659,Full-Time,59906,24-03-2022,Female,Executive Assistant,Office Manager,Stack Overflow Jobs,Office administration and management Budgeting and expense tracking Team coordination and supervision Facility management Vendor and supplier relations,WESCO International
1.46999E+15,3 to 15 Years,B.Tech,62-103,Luxembourg,Luxembourg,49.8153,6.1296,Temporary,29730,09-07-2022,Male,Family Nurse Practitioner,Primary Care Provider,USAJOBS,Medical diagnosis Patient care Medical record-keeping Communication skills Empathy and compassion,KKR
1.84579E+15,1 to 9 Years,PhD,60-125,Vientiane,Lao PDR,19.8563,102.4955,Part-Time,54037,23-03-2023,Male,Financial Advisor,Retirement Planner,The Muse,Retirement planning Social security Investment products Tax planning Estate planning,Beiersdorf AG
1.68338E+15,1 to 13 Years,M.Com,61-85,Naypyidaw,Myanmar,21.9162,95.956,Full-Time,128689,28-10-2022,Both,Investment Analyst,Portfolio Manager,Monster,Investment management Financial analysis Risk assessment Asset allocation Portfolio optimization,Royal Mail
1.95495E+15,5 to 11 Years,B.Com,56-102,Tehran,"Iran, Islamic Rep.",32.4279,53.688,Part-Time,57024,04-04-2022,Both,Event Coordinator,Event Planner,Stack Overflow Jobs,Event planning and coordination Budget management Vendor negotiation Venue selection and management Timeline and logistics planning Marketing and promotion Risk management Client communication Creativity Problem-solving Attention to detail,Conagra Brands
2.86759E+15,5 to 13 Years,B.Tech,62-99,Canberra,Australia,-25.2744,133.7751,Full-Time,44898,29-12-2022,Male,Physical Therapist,Pediatric Physical Therapist,Stack Overflow Jobs,Pediatric rehabilitation Developmental assessments Child psychology knowledge,Apollo Global Management
1.16643E+15,1 to 13 Years,PhD,57-81,Damascus,Syrian Arab Republic,34.8021,38.9968,Intern,45144,07-06-2022,Male,Registered Nurse,Clinical Nurse Specialist,ZipRecruiter,"Clinical nursing specialization (e.g., critical care, oncology) Advanced nursing skills Patient education",Franklin Resources
7.58386E+14,4 to 13 Years,MCA,62-104,Singapore,Singapore,1.3521,103.8198,Full-Time,70598,25-01-2022,Female,Software Engineer,DevOps Engineer,CareerBuilder,"Automation and scripting (e.g., Python, Bash) Continuous Integration/Continuous Deployment (CI/CD) Containerization (e.g., Docker, Kubernetes) Infrastructure as Code (e.g., Terraform, Ansible) Cloud platforms (e.g., AWS, Azure, GCP) Monitoring and troubleshooting skills",Iluka Resources
1.11225E+15,4 to 12 Years,MBA,65-90,Algiers,Algeria,28.0339,1.6596,Temporary,91811,06-09-2023,Both,Marketing Manager,Digital Marketing Manager,USAJOBS,"Digital marketing strategies SEO and SEM Social media marketing Email marketing campaigns Content marketing Web analytics (e.g., Google Analytics) Marketing automation tools (e.g., HubSpot, Marketo)",Fuchs Petrolub SE
6.93627E+14,3 to 14 Years,PhD,65-94,Kingston,Jamaica,18.1096,-77.2975,Contract,72701,24-03-2023,Male,Data Analyst,Business Intelligence Analyst,FlexJobs,"Data analysis and visualization tools (e.g., Tableau, Power BI) SQL and database querying Business intelligence concepts Data modeling and reporting Strong analytical and problem-solving skills Data-driven decision-making",Experian
2.96927E+15,3 to 12 Years,B.Tech,56-105,Hanoi,Vietnam,14.0583,108.2772,Full-Time,97471,10-02-2022,Female,Software Engineer,Backend Developer,Jobs2Careers,"Proficiency in one or more backend programming languages (e.g., Java, Python, Node.js, Ruby) API development Database management (SQL or NoSQL) Server management and deployment Security best practices Knowledge of web frameworks (e.g., Express, Django)","T-Mobile US, Inc."
3.75641E+14,3 to 13 Years,BA,56-98,Baku,Azerbaijan,40.1431,47.5769,Contract,76623,31-05-2023,Female,QA Analyst,Automation Test Engineer,The Muse,"Test automation Test framework development Continuous integration Scripting languages (e.g., Python) Test reporting Code review",Mondelez International
1.1357E+15,0 to 15 Years,B.Com,65-97,Belgrade,Serbia,44.0165,21.0059,Intern,52139,06-02-2022,Male,Financial Analyst,Investment Analyst,Dice,Financial analysis Investment evaluation Portfolio management Data analysis,PBF Energy
1.96953E+15,5 to 12 Years,MBA,65-95,Budapest,Hungary,47.1625,19.5033,Full-Time,128055,30-09-2022,Male,Dental Hygienist,Periodontal Therapist,FlexJobs,Periodontal therapy procedures Patient care and communication Dental instrumentation Periodontal disease management Oral health education,Williams
2.02039E+15,3 to 14 Years,B.Tech,64-93,New Delhi,India,20.5937,78.9629,Temporary,61282,04-09-2023,Male,Event Planner,Event Coordinator,USAJOBS,Event planning Vendor coordination Budget management Marketing and promotion Logistics,W.W. Grainger
1.95497E+15,5 to 9 Years,M.Tech,55-101,Phnom Penh,Cambodia,12.5657,104.9909,Temporary,75520,08-06-2022,Both,Digital Marketing Specialist,SEO Specialist,Monster,"Search engine algorithms and ranking factors Keyword research and analysis On-page and off-page SEO optimization SEO tools (e.g., Google Analytics, SEMrush) SEO content strategy",Dixons Carphone
2.73199E+15,3 to 13 Years,M.Tech,64-108,Roseau,Dominica,15.4149,-61.3705,Temporary,33567,11-08-2023,Both,Architect,Sustainable Design Specialist,SimplyHired,Sustainable design principles Energy efficiency LEED certification Green building materials Environmental impact assessment,Seaboard
1.23399E+15,1 to 11 Years,MBA,59-116,Luanda,Angola,-11.2027,17.8739,Full-Time,43640,24-07-2023,Both,Business Analyst,IT Business Analyst,Indeed,Business process analysis Requirement gathering Data analysis Communication skills,Sinopharm Group
7.11751E+14,2 to 9 Years,MBA,63-83,Ashgabat,Turkmenistan,38.9697,59.5563,Part-Time,56563,08-09-2023,Both,Software Engineer,Frontend Developer,Stack Overflow Jobs,"Proficiency in HTML, CSS, and JavaScript Experience with frontend frameworks like React, Angular, or Vue.js Responsive web design Cross-browser compatibility Version control (e.g., Git) Frontend performance optimization",Science Applications International
2.97814E+15,5 to 14 Years,B.Tech,58-93,Nouakchott,Mauritania,21.0079,-10.9408,Intern,46406,06-12-2022,Both,Landscape Designer,Sustainable Landscape Specialist,Idealist,Sustainable landscape design Native plant selection Water conservation Soil health Green building practices LEED certification,Dana
1.79826E+15,5 to 9 Years,BA,63-88,Thimphu,Bhutan,27.5142,90.4336,Temporary,105569,16-09-2022,Both,Network Administrator,Network Security Analyst,Dice,Network security protocols Intrusion detection and prevention Security incident response Firewall administration Vulnerability assessment Security policies and procedures Log analysis Ethical hacking Problem-solving Communication skills Attention to detail,Paramount Global
1.18343E+15,0 to 15 Years,M.Com,58-124,Nairobi,Kenya,-1.2864,36.8172,Temporary,104872,26-07-2023,Both,Legal Assistant,Paralegal,Jobs2Careers,"Legal research Document drafting Case management E-filing Legal databases (e.g., LexisNexis) Client communication Deposition preparation Trial support Ethics and confidentiality Attention to detail Communication skills Legal software proficiency",Qurate Retail
6.72887E+14,3 to 14 Years,MCA,55-81,Quito,Ecuador,-1.8312,-78.1834,Temporary,102146,26-02-2022,Both,Customer Success Manager,Onboarding Specialist,Monster,Onboarding process management New employee orientation Training and development HR policies and procedures Employee engagement strategies,Kellogg
3.01588E+15,1 to 11 Years,PhD,55-117,Amsterdam,Netherlands,52.1326,5.2913,Contract,26389,20-02-2022,Female,Software Tester,Quality Assurance Analyst,FlexJobs,"Quality assurance processes Testing methodologies (e.g., manual, automated) Bug tracking and reporting Test case development Regression testing",News Corp.
